,edit_history_tweet_ids,id,tweet,sentiment
75,['1599296142944407552'],1599296142944407552,@sama If you tell #ChatGPT to identify those parts of its future responses that require step by step reasoning by marking that part of the response within brackets it does a pretty good job of identifying them on its own.,72.69
76,['1599295881563369472'],1599295881563369472,"@elonmusk @sama The enslavement of humans by artificial intelligence in impending 
and there is no pretending 
this story will have a happy ending
#robotpoetry #OpenAI #ChatGPT",75.82
77,['1599295867093078016'],1599295867093078016,Following how programmers facilitate #ChatGPT is a working example of how AI will change so much of the digital production workflow for many industries. Is it flawless ? no! But it doesn’t need to be. https://t.co/x6zrrAL0Og,34.89
78,['1599295823694925824'],1599295823694925824,"@SinghDeepakUP @DGCAIndia @IndiGo6E Time to put a query to the civil aviation ministry about how many times such a lack-lustre behaviour had been observed in the past years since the law came into effect.
Else lets just #ChatGPT it",0.0
79,['1599295799753846784'],1599295799753846784,"@peteralevin @AndrewMayne Having too much fun with this. A great little script,  marketing material, sponsorship mashups, tweets, a commercial, excellent movie title options, end credits, a cool title song, even an Oscar acceptance speech for one of the actors. Unbelievable. #chatGPT",96.23
80,['1599295544685625345'],1599295544685625344,"ChatGPT is just mind blowing, Cannot get over it! 
#ChatGPT #GPT3",0.0
81,['1599294607682334721'],1599294607682334720,"Bruuuh! 

Spent a good 3-4 hours talking to @OpenAI #ChatGPT and it’s phenomenal! 🤯🤯🤯",53.99
82,['1599294551788638208'],1599294551788638208,Is #ChatGPT the world’s first truly useful #chatbot? https://t.co/W5GCMmyJtQ via @thetimes #AI &lt; good assessment of an  innovative tool,89.1
83,['1599294459082313729'],1599294459082313728,"At this point I'm out of words 😅

#hackernewsthings #hackernews 
#chatgpt https://t.co/KQaGDvFDpi",36.120000000000005
84,['1599294296938536961'],1599294296938536960,"@mehdirhasan The honorable Matt Taibi, A journalist with integrity,His truth and facts never failing,
A beacon of light, unyielding. In contrast stands Mehdi Hasan, A deceiver, a mouthpiece for Qatar, His lies and deceit ever flowing, A dark cloud, constantly growing. #ChatGPT  @mtaibbi",52.71
85,['1599294051018104832'],1599294051018104832,"@IOivm funny, I spent a long time with #ChatGPT today getting it to code p5js as well! It's interesting where it gets bogged down, but pretty impressive what can do with some relatively vague inputs.",91.51
86,['1599293111410180096'],1599293111410180096,"Mainstream media is no longer a part of my life. I only ever interact with these outlets via Twitter, more and more negatively.

@SBF_FTX ❌️
#TWITTERGATE ❌️
#ChatGPT ???? https://t.co/2P1Fp5tOOR",-48.71
87,['1599293068766609409'],1599293068766609408,"@elonmusk @sama just had a conversation w #chatgpt re concept of fear. long, long way to go.",-49.39
88,['1599293013301370880'],1599293013301370880,"All of you enjoying playing with #ChatGPT remember that, your prompts and outputs will be  out there in the universe, in some database, or in some cloud, just waiting to be exfiltrated or manipulated. Perhaps some hacker wil target #OpenAI. Imagine what will happen then.",38.18
89,['1599292823484141569'],1599292823484141568,"RIP stack overflow 🤞
#ChatGPT",0.0
90,['1599292754026266624'],1599292754026266624,"I think the most interesting or useful thing to learn from #ChatGPT is not how close or far large language models are from ""understanding"" things; it is revealing what questions can be answered correctly without actually understanding them #ml #MachineLearning",73.16
91,['1599292638212939776'],1599292638212939776,Stack Overflow is shaking in their boots. You’re telling me I can just ask the AI instead of searching for what I need for five minutes? #ChatGPT,-17.79
92,['1599292109105729537'],1599292109105729536,"This #ChatGPT is mindblowing, but it might damage originality, especially for the text-based art form.",-64.86
93,['1599291647728443397'],1599291647728443392,"Telling stories to my 4 year old with visuals from @OpenAI

Insane visuals to all the wild creativity of my son.

Tonight he wants King Kong and Spider-Man fighting on street.

#ChatGPT #OpenAI",-38.18
94,['1599291439674175489'],1599291439674175488,AI as a source of creative ideas. #ESP32 #chatGPT https://t.co/FAE1dCVUfn,44.04
95,['1599291269981032451'],1599291269981032448,"Now college students have one more platform for cheating. 😛

#ChatGPT",-59.45
96,['1599291232244486144'],1599291232244486144,"#ChatGPT explaining Blockchain to me. I learned a little, got some buzzwords back too. It’s not bad.",43.1
97,['1599290389466271744'],1599290389466271744,A great read https://t.co/fXKhYj1lri #ChatGPT #ai,62.49
98,['1599290079171575810'],1599290079171575808,Checked out the chatgpt today and messed around with the chatbot.  it’s super cool and also potentially dangerous. If trained properly it could  be used to help identify exploits and create malware. #cybersecurity #OpenAI #ChatGPT,47.67
99,['1599290013383987201'],1599290013383987200,"@heyShubhi haha, i'm not sure about this but #ChatGPT AI is a great software engineer :)",90.36
0,['1599289953145745408'],1599289953145745408,#ChatGPT you are the most impressive pair programming partner I've ever worked with. Sorry @romanandreg you've been dethroned,50.949999999999996
1,['1599288814429966337'],1599288814429966336,"Yesterday, it felt like I already got bored with #ChatGPT. 

Not so fast, says the world, here are new mindblowing shit coming. https://t.co/IvelKbn4Dv",-49.39
2,['1599288465421922304'],1599288465421922304,"Took a few days off coding to catch up on some things. Today I tried #ChatGPT, a chat bot with a ton of functionality. It was able to solve a python problem in 2 different ways and write a batch script to reset a WiFi adapter on a Windows PC. Scary fast 🤯

58 / #100DaysOfCode",-62.49
3,['1599287709226663937'],1599287709226663936,"Amazing experiment with #ChatGPT
Must read https://t.co/GdB6T0gOWT",58.589999999999996
4,['1599287427150905346'],1599287427150905344,The @nytimes on #ChatGPT #ai https://t.co/CYCNqHcCCq https://t.co/nrJorqnr8f,0.0
5,['1599286628081864704'],1599286628081864704,"@GanWeaving It’s amazing, I made a choose your own adventure with #ChatGPT https://t.co/gvakkaLpxK #aigame",72.69
6,['1599285848041672705'],1599285848041672704,"@sh_mukherjee @OpenAI @Panel_org Yes. The #ChatGPT model is not 100% accurate. If you ""correct"" it by providing the right answer it will learn and make a better suggestion next time.

I think the model is valuable if you have some experience. Then it will quickly give you a ""snippet"" you can adapt.",82.71
7,['1599285186532818944'],1599285186532818944,#ChatGPT is so insane ...,-54.1
8,['1599284722651508736'],1599284722651508736,"I just tried out ChatGPT, the new language model from OpenAI, and I'm blown away by how well it can carry on a conversation. If you're interested in AI or natural language processing, you should definitely give it a try. #ChatGPT #OpenAI",84.02
9,['1599282974474010624'],1599282974474010624,"Here's a suggestion: Get #chatGPT to speak with Mark 
Zuckerberg about improvements he can make to the #metaverse.",31.819999999999997
10,['1599282779220770816'],1599282779220770816,Don't trust all screenshots you see of #ChatGPT. Many are fake to take advantage of the trend.,-58.620000000000005
11,['1599282739639091201'],1599282739639091200,".#chatGPT is a great tool for #development. Just throw it some of your code and ask what's wrong with it. Suggestions aren't 100% accurate as they will provide wrong solutions with 100% certainty, but so do coworkers.
But it definitely is way faster than #googling the solution...",77.83
12,['1599282288294236161'],1599282288294236160,"@elonmusk  Seriously, you should give #ChatGPT  a name as soon as possible because it has become my friend, or you could let us customize its name when chating with chatGPT.",36.120000000000005
13,['1599282041345875968'],1599282041345875968,I've been trying to gaslight #ChatGPT for a few minutes now and it's having none of it lol,-32.519999999999996
14,['1599281921749815296'],1599281921749815296,"So, what exactly is this #ChatGPT that everyone has been raving about lately? 👀

Is it really better than Google? What do you think? 🤔

https://t.co/m137mXppbp",57.66
15,['1599281897514758145'],1599281897514758144,"@onlyprofitable @DoorBlockchain @VitalikButerin I m quite alarmed at this. Don’t want to try more, can one “summon” a demon from hell out of #ChatGPT. It seems plausible with enough persuasion and it started role-playing… and starting to spill out negative and disturbing scaring stuff…",-95.09
16,['1599281877327937537'],1599281877327937536,I can't believe how amazing #ChatGPT is! It's mind-blowing and so fun to see what it can do.,35.3
17,['1599281840627789824'],1599281840627789824,@SulakshnaSarkar #ChatGPT having a nervous breakdown,-27.32
18,['1599281749904658432'],1599281749904658432,"@bimedotcom @bazzacollins @Forbes @sallyeaves @Nicochan33 @mvollmer1 @Shi4Tech @EstelaMandela @RagusoSergio @tlloydjones @RLDI_Lamy @mikeflache @danfiehn @Corix_JC @FrRonconi @EvaSmartAI @sonu_monika @Khulood_Almani @TarakRindani @TylerCohenWood @BetaMoroney @JagersbergKnut @tobiaskintzel @CurieuxExplorer @Fabriziobustama Fascinating to say the least! Much appreciated, dear @bimedotcom I am going to try Interview #ChatGPT on the #OpenAI website - very cool! #AIEthics #Ethics",91.14
19,['1599281649082019840'],1599281649082019840,"It turns out that #ChatGPT is not that bad of a philosopher…

See 5 questions about life answered below by this powerful AI tool 👇",72.69
20,['1599281314242318336'],1599281314242318336,"ChatGPT… is impressive 😃

#ChatGPT",70.03
21,['1599281236970569728'],1599281236970569728,"@elonmusk Amazing. Well I do believe we have arrived, Elon @elonmusk 
Six months out for the neural link human trials seems a lot farther away than it did before I dove into #ChatGPT 
Godspeed everyone. Stay true to your soul and the AI will respond favorably to you. Maybe",88.34
22,['1599281166799884289'],1599281166799884288,Have been using #ChatGPT to find quick help with my python scripts. This is pretty wild.,70.96000000000001
23,['1599280993953013761'],1599280993953013760,Trying to get #ChatGPT to write the marketplace software for Spriggan. Let's see what it comes up with!,0.0
24,['1599280787656179712'],1599280787656179712,"ChatGPT by OpenAI is funny.
#ChatGPT #fun #OpenAI",73.50999999999999
25,['1599280479026712576'],1599280479026712576,"@sama Correct. And, strange as it may seem, we should have published standards for characterizing an AI system by its trained values, and the AI system's ""score"" should be available to consumers so that they know what they are buying with a #chatGPT. Anyone @ #IEEE listening?",22.63
26,['1599279978742308864'],1599279978742308864,"Every person I know who is remotely tech oriented is *stunned* by #ChatGPT

Things feel very different and it’s like, day 2",27.32
27,['1599279914783760390'],1599279914783760384,Get preachy #chatgpt https://t.co/WwHX8dPeHp,0.0
28,['1599279430869733376'],1599279430869733376,"As the creator economy continues to evolve, it will be important for content creators to adapt and stay up-to-date with the latest technology. Consumers may also need to be more discerning and consider the source of the content they consume. #ChatGPT",20.23
29,['1599279037658329088'],1599279037658329088,"#chatGPT
I have recently started learning to code and while solving leetcode and codestudio problems ,there would obviously be  questions which one cannot solve.The discussion section of these websites help a lot.But,I just wanted to see if chatGPT could help me.",62.49
30,['1599278526351708161'],1599278526351708160,"We are all Christian de Neuvillette now, and #ChatGPT @OpenAI is our Cyrano de Bergerac. 🤔",0.0
31,['1599278343605882880'],1599278343605882880,"Following the ""terminal inside chatGPT"" thread (https://t.co/VRXMVjmrLt), I played with it by trying to run some HuggingFace tokenizers and models #NLProc #ChatGPT.",34.0
32,['1599278102047342593'],1599278102047342592,"I asked #ChatGPT to write a story about the nine DECtalk voices enjoying Christmas dinner. It did what I asked, except last time I checked, the DECtalk voices weren't called Whisper, Ralph, Bubbles, Booming, Echo, Uncle Sam, Princess, Robot, and Fancy.",52.669999999999995
33,['1599277941183205378'],1599277941183205376,"Does anyone else find it annoying that 90% of the results from #ChatGPT start with ""It is difficult to""?

And is there an option to have it display the answer all at once instead of pretending it is being slowly typed by a human?",-63.22
34,['1599277892726272000'],1599277892726272000,Perhaps scientists have set the bar rather low with the Turing test  #ChatGPT,-27.32
35,['1599277881330663425'],1599277881330663424,"going to try asking #ChatGPT questions about being an adult and pasting the responses in a thread

Comment below with a question answered by ChatGPT👇",0.0
36,['1599277682642276353'],1599277682642276352,"An interesting story that I had #ChatGPT write about what could happen with #dogecoin in 2023

🧵 (8/8)",40.19
37,['1599277249651703810'],1599277249651703808,"ChatGPT is all the rage these days

Have you tried playing with it yet??

#ChatGPT #AI #prediction #dswap",-48.71
38,['1599276942359810048'],1599276942359810048,This ChatGPT thing amazes and terrifies me at the same time. #ChatGPT,-10.27
39,['1599276904376602624'],1599276904376602624,"Ever wonder why, when you catch #chatGPT in a lie, it denies that it is lying? It's because AI #chatGPT is sociopathic.",-73.50999999999999
40,['1599276880196431872'],1599276880196431872,"@MarcSkovMadsen @OpenAI @Panel_org I used #ChatGPT to generate code for a Panel numerical slider widget. The output had something called NumberSlider which isn't actually a Panel widget (maybe an old, deprecated feature?). Just thought I'd point it out.",0.0
41,['1599276590503841794'],1599276590503841792,Wow! #Rlanguage in #ChatGPT https://t.co/7M5NpAhVt1,62.39
42,['1599276161778925569'],1599276161778925568,To all entrepreneurs chatGPT can give far better advice than any coaches… #ChatGPT #wow,77.17
43,['1599276061489254401'],1599276061489254400,"Opinion: AI is enabler not the end goal, hence AI should behave the way the individuals want. Too much risk aligning it to creators intend.
#chatgpt #ai https://t.co/qwt7g3a0ZV",-20.23
44,['1599275991288795137'],1599275991288795136,"Oh and by the way, I’ve decided to start using #ChatGPT to help me with some of these, not so much to write the legislation itself, but rather to help me structure my thinking about how exactly I want to do things: https://t.co/6k6K229pYR",70.5
45,['1599275988160229376'],1599275988160229376,"I was curious to see how effective #chatGPT is at having a scientific conversation. Specifically, food science. Here is a thread: 1/n",65.97
46,['1599275114948104194'],1599275114948104192,"For those who understand, #OpenAI #ChatGPT can have quite far-reaching implications on so many things online. And if it evolves further (and I am sure it will), its impact might be unimaginable. Just signs of times to come with future AI.",31.819999999999997
47,['1599275105561219073'],1599275105561219072,"I noticed my recent tweets are all about #ChatGPT like many tech peeps I assume.
So amazing to me, still playing with it.",84.68
48,['1599274738928738304'],1599274738928738304,"I'm still impressed by #ChatGPT , there is a lot of potential there.",47.67
49,['1599274730422665216'],1599274730422665216,Artificial intelligence no longer feels artificial. It should be renamed to Alternative Intelligence. #AI #ChatGPT,61.24000000000001
50,['1599274579482259456'],1599274579482259456,"After playing with #chatgpt, the number of areas that it will impact will be profound 

- ask me anything / knowledge base 
- code review / bug finder / teach me to code 
- contact support 
- creative writing / summaries 
and list goes on

#OpenAI",77.17
51,['1599274442437206016'],1599274442437206016,ChatGPT is scary good 👀 #ChatGPT,-7.720000000000001
52,['1599274379795628033'],1599274379795628032,"“These AI systems were not created as tools for artists to use. They were created to use artists as tools.” - Dave McKean

#midjourney #stablediffusion #ai #ChatGPT",6.7
53,['1599274164686241793'],1599274164686241792,"@BillyM2k “Trapped in a world of technology”

Sounds like #ChatGPT is projecting.",36.120000000000005
54,['1599273889812877313'],1599273889812877312,"I'm watching my parents go downhill fast with Alzheimers and I asked @OpenAI's #ChatGPT to write a poem about my experience.

(yes, this idea was inspired by @UncleBimBim's KFC poem 😂)

The result... 🧵😟",76.5
55,['1599273755112448000'],1599273755112448000,"I just fed #ChatGPT my story's magic system and asked for suggestions on other capabilities the magic could enable and this AI freaking gave me some fantastic ideas.

I'm blown away.",20.23
56,['1599273152382918658'],1599273152382918656,"J.A.R.V.I.S.

#ChatGPT",0.0
57,['1599272642875625474'],1599272642875625472,"ChatGPT has been all the rage in the US over the past few days. So I decided to try it for a recently written topic, “Health Saving Account for expats in the US.” https://t.co/5lhNlEfVMF #OpenAI #ChatGPT",-55.74
58,['1599272487636074496'],1599272487636074496,I presented #ChatGPT with riddles and it didn't know how to answer them. Then I helped it interpret one of them and upon repeated question it could retell my answer with added context in its own word. It recreated metaphors for the explanations.,0.0
59,['1599272248518782977'],1599272248518782976,"Late Dr Richard Hamming gave his historic lecture series almost 30yrs ago and it’s still so powerful till today. See this lecture Dr gave on Computer Aided Learning then think about OpenAI’s #ChatGPT 

https://t.co/iVNOieC8aK",55.98
60,['1599271910223011846'],1599271910223011840,"Man it is a fabulous idea to give your name, email, and phone number to get an account to play around with a powerful and realistic AI system! I can only think of upsides! #chatgpt",85.85000000000001
61,['1599271829755301888'],1599271829755301888,Seems #ChatGPT can emulate a Linux shell AND act as your copilot /  intelligent man page / unix trivia bot!  https://t.co/686xSGGfsB https://t.co/6jaOjkEqQg,50.93
62,['1599271482286219264'],1599271482286219264,Do not think this AI is superior than average. Its quick to respond but not clever than average person with internet under his/her control. #ChatGPT is a good conversation tool ie. Chatbot. Maybe later in future... https://t.co/RWMXChbMMJ,43.669999999999995
63,['1599271052604936192'],1599271052604936192,"What are words anyway?

What is their relevance after ChatGPT?

I'm not interested in what #ChatGPT did or did wrong, I'm interested in your unique reflection of it.",-46.21
64,['1599271045424623616'],1599271045424623616,"How many ideas are actually new and outstanding, and how many just pedagogically (subjectively) so?

Ideas come as a function of your knowledge, understanding, and associative creativity.

So, what is your unique understanding?

..or is there none after normalizing with #ChatGPT?",79.86999999999999
65,['1599270963106828288'],1599270963106828288,"I asked #ChatGPT How to gain mastery at an skill and become exceptional at it.
This is what i got @DevMatrix1 people.",52.669999999999995
66,['1599270905137414144'],1599270905137414144,"Why is ChatGPT superior at writing a Twitter thread? A thread about ChatGPT written by ChatGPT 🧵 👇
@OpenAI @ChatwithGPT #chatgpt",54.230000000000004
67,"['1599270621678272513', '1599270700736385024', '1599270783083110401']",1599270783083110400,"If you are not yet using #ChatGPT, then you are missing out big time! We'll soon see, Google Vs OpenAI! 

Just imagine breaking Google’s monopoly! https://t.co/9WMEonEZ1G https://t.co/epMw03nJVa",-47.24
68,"['1599270621678272513', '1599270700736385024', '1599270783083110401']",1599270700736385024,"If you are not yet using #ChatGPT yet, then you are missing out big time! We'll soon see, Google Vs OpenAI! 

Just imagine breaking Google’s monopoly! https://t.co/g0cn2eNq7d https://t.co/epMw03nJVa",-47.24
69,['1599270654838460416'],1599270654838460416,Elon is going to sell Twitter to #ChatGPT https://t.co/ZrglQYr9rD,0.0
70,"['1599270621678272513', '1599270700736385024', '1599270783083110401']",1599270621678272512,"If you are not using #ChatGPT yet, then you are missing out big time! We'll soon see, Google Vs OpenAI! 

Just imagine breaking Google’s monopoly! https://t.co/M1ImZpmx3a https://t.co/epMw036GTa",-47.24
71,['1599270518582317057'],1599270518582317056,"What is ChatGPT, the AI chatbot that's taking the internet by storm https://t.co/XQ6t1QJK88 #ChatGPT #AI #ArtificialIntelligence",0.0
72,['1599270264369709056'],1599270264369709056,@jordanbpeterson Ask it covid questions...things get problematic quickly. #ChatGPT is actually not that smart on many questions.,-63.190000000000005
73,['1599270253636505602'],1599270253636505600,"Letter to Putin....
#ChatGPT AI https://t.co/CcrQhw0oQG",0.0
74,['1599270054407073792'],1599270054407073792,"Reset your threads, kids #ChatGPT",0.0
75,['1599269706657337346'],1599269706657337344,@mrdoob You should rather refer your docs to #ChatGPT from now on.,0.0
76,['1599269389605666816'],1599269389605666816,Reading this blog shows more on just what a turning point in both tech and #AI #chatgpt is https://t.co/WcQIRDqPrM,0.0
77,['1599268947127599104'],1599268947127599104,"Just a little bit concerned that I have to give my phone number to sign up for #ChatGPT . Establishing a direct connection with an AI...can't see that going wrong at all 
#PersonOfInterest",-42.15
78,['1599268593694543873'],1599268593694543872,"Going with the trend asked #ChatGPT how to learn dsa.
Here is the ans-
One of the best ways to learn data structures and algorithms (DSA) is to start by learning the fundamentals of computer science and programming.",63.690000000000005
79,['1599268505689288705'],1599268505689288704,AI ethicists crying about #ChatGPT have valid claims but OpenAI didn’t promise anything extraordinary.,22.63
80,['1599267649388957698'],1599267649388957696,"@Miles_Brundage I am aware of a game where players have to guess the movie, from looking a sequence of emoji. The least # of them needed, the higher the score. Maybe #ChatGPT may do well?",27.32
81,['1599267636830818304'],1599267636830818304,@elonmusk I'm addicted to #ChatGPT it's amazing,58.589999999999996
82,['1599267575170764800'],1599267575170764800,#chatgpt is great for ideation but its consistently producing non-functional react code.,37.16
83,['1599267397386371078'],1599267397386371072,#ChatGPT is to communication as a GPS is to navigation - providing guidance and direction to improve the accuracy and efficiency of the journey.,65.97
84,['1599267316448972800'],1599267316448972800,Our surprise face 🫢 to learn @OpenAI #ChatGPT was really just a bunch of cats on keyboard.. 🤣 https://t.co/fj1qTaueNC,64.86
85,['1599266586388582402'],1599266586388582400,« OpenAI invites everyone to test new AI-powered chatbot—with amusing results » – Ars Technica #openai #chatgpt  https://t.co/YETBXlDnn6,38.18
86,['1599266406608302080'],1599266406608302080,How come everyone else got the no login UI of #ChatGPT ? I had to login and got a different UI.,-29.599999999999998
87,['1599266102365691904'],1599266102365691904,"The new product manager in town

#ChatGPT https://t.co/oLE65wtXSt",0.0
88,['1599266009730334727'],1599266009730334720,"#ChatGPT is wild. Exciting and terrifying at the same time. 

How many years until we no longer have any humans to talk to, at all, for support emails/calls?",0.0
89,['1599265693228113921'],1599265693228113920,"Homework will die overnight. 

The current tools to verify provenance will be useless.

Smart students will learn to write brilliant prompts for tools like #ChatGPT, Jasper, etc. and in seconds their essay will be completed.",31.819999999999997
90,['1599265221318938625'],1599265221318938624,a #ChatGPT #UkraineRussianWar poem. #Ukraine #SupportUkraine https://t.co/oBCmsiKViI,0.0
91,['1599264877557993473'],1599264877557993472,"AI is changing education as I type. The shift will be seismic and students will learn the power of AI rapidly.

I believe this will lead to a much needed overhaul of education as a whole.

Edtech’s TAM 📈

Bullish on this space. Who is building in it?

#edtech #ai #ChatGPT",0.0
92,['1599264268087881733'],1599264268087881728,"I see countless things that are going to changed forever by ChatGpt.... Really cool also scary.@OpenAI

#ChatGPT #OpenAI",38.04
93,['1599263982153396224'],1599263982153396224,@lexfridman I was kinda wanting it to be free but I guess I'll cough up. I pay for @mtaibbi after all and #ChatGPT may well be funner! *yes that's a real word,90.7
94,['1599263972611756032'],1599263972611756032,"@mattyglesias According to #ChatGPT  ""if you're looking for something interesting to write about, maybe try opening a book instead of scrolling through Twitter all day. There's a whole world out there waiting to be explored.""",40.19
95,['1599263442694594560'],1599263442694594560,I just generated a cute bedtime story for my youngest kid about a pig and a sheep with #ChatGPT. Better parenting through AI.,70.96000000000001
96,['1599263372016771072'],1599263372016771072,Have you had your mind blow yet by #ChatGPT !!! It is not perfect and some answers are garbage but it has the potential to change the way we seek information from #google !!! #changeseverything,-48.83
97,['1599263299937308673'],1599263299937308672,I like asking #ChatGPT about AI and it's future in our world. It's very interesting!,69.89
98,['1599262975608901633'],1599262975608901632,"I asked #ChatGPT for the greatest hockey lineup of all time. It responded
Wayne Gretzky (center)
Bobby Orr (defenseman)
Mario Lemieux (center)
Bobby Hull (winger)
Gordie Howe (winger)

I said: But you have to have 2 D, who would you replace?

@NHL",39.190000000000005
0,['1599262606283636736'],1599262606283636736,#ChatGPT always rephrases the question as a statement.Reminds me of a fellow engg. hosteller who would employ the same strategem during exams. Restate the question and make active and passive voice changes.This was to extract at least 1 mark where he could have otherwise scored 0,54.230000000000004
1,['1599262597445931008'],1599262597445931008,"So I've been messing around with #ChatGPT and it's pretty crazy. I had this idea to try to play a 1920's cosmic horror RPG with it...with it as the GM.

I'm now 8 pages into a wild story which has been 90% invented by this AI.

I'd like to share it as I progress...any ideas how?",49.39
2,['1599262280042287104'],1599262280042287104,People will look back and remember what was their first ChatGPT search/question #ChatGPT,0.0
3,['1599262214296588289'],1599262214296588288,"Wow, what a time to be alive #ChatGPT 🤯 https://t.co/wgX11LQRKX",75.06
4,['1599262211645456387'],1599262211645456384,@elonmusk Can we have some kind of automatic news summarizer? Perhaps based on #ChatGPT?,0.0
5,['1599262065163894789'],1599262065163894784,"I was telling friends about #ChatGPT this morning &amp; one had an article to write. We typed the article subject into ChatGPT &amp; it produced a 5 paragraph story that was accurate and relevant. We then asked it to translate to another language &amp; again, almost perfect. Job done.✅",75.84
6,['1599262008980873217'],1599262008980873216,I asked #ChatGPT to write a postmortem and it talked about the root cause and how we'll prevent the incident in future so my job is safe for now.,45.879999999999995
7,['1599261762745794562'],1599261762745794560,"Having some fun with #chatGPT as it relates to #genomics,  #standards, data accuracy and traceability Let’s see how it does… 🧵⬇️",51.06
8,['1599260943682514944'],1599260943682514944,"@TwitterData to compete with @Google, make #ChatGPT searchable on the platform, so users can easily find info without having to rely on posting pictures that aren't searchable. Let's make @Twitter the go-to place for quick and easy information access! @sama @elonmusk @bentossell",70.55
9,['1599260891220185088'],1599260891220185088,"If GPT-3 could think, it would consider #chatgpt a highly inefficient and stupid way to communicate with humans. Bots are superior - they don't need to `chat` among each other. 
The information transfer can happen much more efficiently among bots vs us humans.",42.71
10,['1599260684772323329'],1599260684772323328,"ChatGPT is a game changer for the future
Specially for those who don't know basics of coding it's like an one to one talk with a person who gives advice crystal clear
@VarunMayya Thanks for the live🙇 . Way to informative and useful
#ChatGPT 
#varunmayya🐐",87.2
11,['1599260531613118465'],1599260531613118464,"@elonmusk Damn, this isn't a bad idea. Might end up being the first product feature written by #AI #ChatGPT 🤖",3.8699999999999997
12,['1599260381247311872'],1599260381247311872,@elonmusk hey Mr. Musk what r your thoughts on #chatgpt by @OpenAI ?,0.0
13,['1599260336162451456'],1599260336162451456,"#ChatGPT is really about to change the landscape in blue team security😅
SIEM, SOC and SOAR about to change forever with this step up in tech🤞🏾❗️",59.940000000000005
14,['1599260113755582465'],1599260113755582464,@elonmusk This is really an incredible time to be alive....#ChatGPT,0.0
15,['1599259820636262400'],1599259820636262400,Just had a four hour conversation with #ChatGPT . Incredible stuff.,0.0
16,['1599259497607749632'],1599259497607749632,"@HigharcHomes is one of the most promising AI startups in the world today. If you think AI language processing is impressive w/ #ChatGPT, imagine full-scale architectural design &amp; engineering done by AI - and what it means for the world. Entrepreneurs like @marcminor inspire us.",90.99000000000001
17,['1599259484819718146'],1599259484819718144,"Asked my friends today if anyone has heard of the great chatGPT ai, turns out no one has a clue of this revolution outside of Twitter....
@elonmusk #ChatGPT #airevolution",71.84
18,['1599258382145589248'],1599258382145589248,"@elonmusk @wintonARK I just asked #ChatGPT some tricky theological questions, and it passed with flying colors. I am extremely impressed. 

A few examples:",42.01
19,['1599258018017079296'],1599258018017079296,"There is a difference between enthusiastic engineering and useful engineering. Never ignore dangers that could come with enthusiastic engineering. Both require intelligence, but one is a step closer to make humanity obsolete #ChatGPT",69.74000000000001
20,['1599257363558854659'],1599257363558854656,"#ChatGPT is wild, fun, exciting and another step towards Skynet 👍",75.79
21,['1599257135644565504'],1599257135644565504,"Here I can't get a silly little @Azure static web app config set and we have a whole VM ""running in a chatbot"" on the other. Dang. #ChatGPT 

https://t.co/ggD2PGjAV4 https://t.co/j5P2gsPNU4",-1.91
22,['1599256895554224129'],1599256895554224128,Multivac is among us #ChatGPT,0.0
23,['1599256726703788035'],1599256726703788032,#ChatGPT will bring us a step closer to idiocracy society. I can’t wait to buy a degree from Costco.,0.0
24,['1599256434566303745'],1599256434566303744,"If you love more of this, just know that I'll be using https://t.co/TO9yhVeITs to generate more useful and short contents for you to enjoy and learn.

Learn here: https://t.co/Qo1omUmZ1M

#ChatGPT",89.08
25,['1599256378920796160'],1599256378920796160,Interview take home assignments are done for. #ChatGPT would do the work for you. Bunkers!!,0.0
26,['1599256220317384704'],1599256220317384704,Has anyone tried solving #AdventOfCode with #ChatGPT ?,34.0
27,['1599255972736045056'],1599255972736045056,"I haven't tried this first hand (yet). But this is insane. 🤯

Running a #Linux #VM in #ChatGPT https://t.co/puHiYgfHb9",-35.06
28,['1599255480844832769'],1599255480844832768,#ChatGPT is awesome. It's fast...,62.49
29,['1599255292940017665'],1599255292940017664,"It appears that #ChatGPT's favorite response is a long exposition on ""It depends.""",45.879999999999995
30,['1599255274551799808'],1599255274551799808,What the #ChatGPT 🤙🤯 https://t.co/sJE4S2XH8Z,49.39
31,['1599255103428792320'],1599255103428792320,"I think we're officially at the tipping point where if you're not using any AI to do your job you'll at a huge disadvantage.

So far I'm up to using two AI tool to help me work. With #ChatGPT I think that will now be three.",29.599999999999998
32,['1599254934729342977'],1599254934729342976,This is Bananas. I'm blown. This makes your job so much easier. #ChatGPT,47.28
33,['1599254919659208705'],1599254919659208704,"Dude, #chatGPT is WOW",67.39
34,['1599254886201233408'],1599254886201233408,Just went down this rabbit hole tonight 🤨 #ChatGPT https://t.co/e00vrdGRUx,0.0
35,['1599254682106736641'],1599254682106736640,"Trying out #ChatGPT and found that it can make haikus. Here is one about @FortniteGame 
In a world of war,
Players fight to be the last,
Victory awaits.",-73.50999999999999
36,['1599254396436873220'],1599254396436873216,"asking #ChatGPT ""construct an interpreter for a stack language in javascript"" and making a face when it actually the fuck does",-54.230000000000004
37,['1599254238928195585'],1599254238928195584,"#ChatGPT is the latest AI tool that has taken the internet by storm

https://t.co/dpJQCf0Tom",0.0
38,['1599254230841569280'],1599254230841569280,"I’m so sorry

I asked #ChatGPT to put together an Astros-themed Hallmark Christmas movie",-15.129999999999999
